family,n,p,load,giant_fraction,component_fraction,susceptibility,spanning_probability,relief_exhaustion,agreement,terrynce_score,terrynce_gradient,giant_gradient
square_bond,16,0.46,0.46,0.3675537109375,0.195556640625,12.498668818288849,0.40625,0.804443359375,0.655556640625,0.24258476567268372,0.7669380167126664,4.473876953125009
square_bond,16,0.47,0.47,0.335205078125,0.1785888671875,16.16745527525165,0.40625,0.8214111328125,0.6485888671875,0.2503963145792484,0.7995129227638247,-0.04882812500000009
square_bond,16,0.48,0.48,0.3665771484375,0.1656494140625,17.95242218505205,0.5625,0.8343505859375,0.6456494140625,0.2585750241279602,0.8051612111926114,5.218505859374996
square_bond,16,0.49,0.49,0.4395751953125,0.1494140625,17.135426151430572,0.625,0.8505859375,0.6394140625,0.2664995388031006,0.8740122407674792,5.169677734374996
square_bond,16,0.5,0.5,0.469970703125,0.1480712890625,17.147038771563327,0.65625,0.8519287109375,0.6480712890625,0.2760552689433098,0.9001076617836937,4.992675781249996
square_bond,16,0.51,0.51,0.5394287109375,0.1346435546875,17.400904838133926,0.84375,0.8653564453125,0.6446435546875,0.2845016920387745,0.8312092965841281,6.829833984374994
square_bond,16,0.52,0.52,0.6065673828125,0.1185302734375,14.105582851364224,0.84375,0.8814697265625,0.6385302734375,0.29267945487499236,0.8708343881368616,3.503417968749997
square_bond,16,0.53,0.53,0.6094970703125,0.1102294921875,15.871950504624495,0.78125,0.8897705078125,0.6402294921875,0.30191837980151176,0.9348368114233028,4.504394531249996
square_bond,16,0.54,0.54,0.6966552734375,0.1024169921875,13.370383709650504,0.90625,0.8975830078125,0.6424169921875,0.31137619110345843,0.9107201999425905,6.768798828124994
square_bond,16,0.55,0.55,0.744873046875,0.0887451171875,13.985600168394186,1.0,0.9112548828125,0.6387451171875,0.3201327838003636,0.9902711123228094,2.441406249999998
square_bond,16,0.56,0.56,0.7454833984375,0.089599609375,11.301996126002628,0.96875,0.910400390625,0.649599609375,0.33118161334991464,1.0453764957189546,2.557373046875012
square_bond,16,0.57,0.57,0.7960205078125,0.0811767578125,8.467867624733007,0.96875,0.9188232421875,0.6511767578125,0.3410403137147426,0.9759302687644956,4.37622070312502
square_bond,16,0.58,0.58,0.8330078125,0.070556640625,7.294121122204605,1.0,0.929443359375,0.650556640625,0.35070021872520446,1.0180655863881134,1.190185546874999
